u,v,key,osmid,name,highway,oneway,length,lanes,ref,maxspeed,geometry
81818254,81818256,0,365519034,Eagle Drive,tertiary,False,11.713,,,,"LINESTRING (-97.153215 33.20676, -97.153093 33.206786)"
81818254,81818252,0,365519034,Eagle Drive,tertiary,False,9.811,,,,"LINESTRING (-97.153215 33.20676, -97.153315 33.206732)"
81818256,5055066703,0,365519034,Eagle Drive,tertiary,False,12.383,,,,"LINESTRING (-97.153093 33.206786, -97.1529599 33.2067863)"
81818256,81818254,0,365519034,Eagle Drive,tertiary,False,11.713,,,,"LINESTRING (-97.153093 33.206786, -97.153215 33.20676)"
81818271,8860768075,0,9979697,McCormick Street,residential,False,8.262,,,,"LINESTRING (-97.1472967 33.2067001, -97.1472974 33.2066258)"
81818271,9375732066,0,1016511721,Eagle Drive,tertiary,False,16.9,,,,"LINESTRING (-97.1472967 33.2067001, -97.1474783 33.2067036)"
81818271,9375732067,0,1016511722,Eagle Drive,tertiary,False,14.431,,,,"LINESTRING (-97.1472967 33.2067001, -97.1471416 33.2066989)"
81818273,8860768076,0,9980828,Avenue A,tertiary,False,9.112,,,,"LINESTRING (-97.14602 33.20668, -97.1460233 33.2065981)"
81818273,8860768041,0,966597112,Avenue A,unclassified,False,7.862,,,,"LINESTRING (-97.14602 33.20668, -97.1460195 33.2067507)"
81818273,8860768044,0,1016511722,Eagle Drive,tertiary,False,7.258,,,,"LINESTRING (-97.14602 33.20668, -97.145942 33.2066789)"
81818273,8860768046,0,1016511722,Eagle Drive,tertiary,False,11.296,,,,"LINESTRING (-97.14602 33.20668, -97.1461414 33.2066818)"
81818279,81818281,0,521609571,Eagle Drive,tertiary,False,55.025,,,,"LINESTRING (-97.143751 33.206619, -97.14316 33.2066)"
81818279,6041357700,0,521609571,Eagle Drive,tertiary,False,13.297,,,,"LINESTRING (-97.143751 33.206619, -97.1438939 33.2066212)"
81818281,8860768059,0,9978344,Beatty Street,residential,False,9.508,,,,"LINESTRING (-97.14316 33.2066, -97.1431612 33.2065145)"
81818281,3013639985,0,521609571,Eagle Drive,tertiary,False,19.513,,,,"LINESTRING (-97.14316 33.2066, -97.1429504 33.2065938)"
81818281,81818279,0,521609571,Eagle Drive,tertiary,False,55.025,,,,"LINESTRING (-97.14316 33.2066, -97.143751 33.206619)"
81818283,6041357699,0,521609571,Eagle Drive,tertiary,False,14.742,,,,"LINESTRING (-97.142489 33.20658, -97.1423306 33.2065767)"
81818283,6041357690,0,521609571,Eagle Drive,tertiary,False,41.028,,,,"LINESTRING (-97.142489 33.20658, -97.1429297 33.2065932)"
81818287,6749516034,0,521609571,Eagle Drive,tertiary,False,17.324,,,,"LINESTRING (-97.141027 33.206547, -97.1408408 33.2065461)"
81818287,9562937171,0,521609571,Eagle Drive,tertiary,False,40.481,,,,"LINESTRING (-97.141027 33.206547, -97.1414619 33.2065582)"
81818293,5969174217,0,521609571,Eagle Drive,tertiary,False,43.711,,,,"LINESTRING (-97.13961 33.206539, -97.1391402 33.2065352)"
81818293,6041308829,0,521609571,Eagle Drive,tertiary,False,29.689,,,,"LINESTRING (-97.13961 33.206539, -97.1399291 33.206541)"
81818295,7085679859,0,521609571,Eagle Drive,tertiary,False,43.925,,,,"LINESTRING (-97.1388552 33.2065329, -97.1383831 33.206529)"
81818295,5969174217,0,521609571,Eagle Drive,tertiary,False,26.517,,,,"LINESTRING (-97.1388552 33.2065329, -97.1391402 33.2065352)"
81818296,3013713937,0,521609571,Eagle Drive,tertiary,False,27.443,,,,"LINESTRING (-97.1381848 33.2065274, -97.13789 33.206519)"
81818296,7085679859,0,521609571,Eagle Drive,tertiary,False,18.45,,,,"LINESTRING (-97.1381848 33.2065274, -97.1383831 33.206529)"
81818300,9562937206,0,521609571,Eagle Drive,tertiary,False,41.662,,,,"LINESTRING (-97.137295 33.206518, -97.1368473 33.20651)"
81818300,3013713937,0,521609571,Eagle Drive,tertiary,False,55.357,,,,"LINESTRING (-97.137295 33.206518, -97.13789 33.206519)"
81818304,81818305,0,589767596,Eagle Drive,tertiary,False,33.773,,,,"LINESTRING (-97.136294 33.2065089, -97.135931 33.2065073)"
81818304,9562937211,0,589767596,Eagle Drive,tertiary,False,15.389,,,,"LINESTRING (-97.136294 33.2065089, -97.1364594 33.2065096)"
81818305,6041354017,0,589767596,Eagle Drive,tertiary,False,9.76,,,,"LINESTRING (-97.135931 33.2065073, -97.1358261 33.2065068)"
81818305,81818304,0,589767596,Eagle Drive,tertiary,False,33.773,,,,"LINESTRING (-97.135931 33.2065073, -97.136294 33.2065089)"
81818307,6731315154,0,9974225,Myrtle Street,residential,False,55.645,,,,"LINESTRING (-97.1350499 33.2065034, -97.1350632 33.2060031)"
81818307,9562937243,0,9974225,Myrtle Street,residential,False,9.275,,,,"LINESTRING (-97.1350499 33.2065034, -97.135048 33.2065868)"
81818307,81763294,0,589767596,Eagle Drive,tertiary,False,72.561,,,,"LINESTRING (-97.1350499 33.2065034, -97.13427 33.2065)"
81818307,6731315155,0,589767596,Eagle Drive,tertiary,False,32.191,,,,"LINESTRING (-97.1350499 33.2065034, -97.1353959 33.2065038)"
81818308,9562937289,0,9977716,South Locust Street,primary,True,9.289,3,US 77;US 377,,"LINESTRING (-97.1325482 33.2065004, -97.1325452 33.2065839)"
81818308,9562937257,0,28462426,Eagle Drive,primary,False,118.623,4,US 77;US 377,,"LINESTRING (-97.1325482 33.2065004, -97.1338232 33.2065023)"
81818308,9562937293,0,41440930,Eagle Drive,primary,False,11.396,4,US 77,,"LINESTRING (-97.1325482 33.2065004, -97.1324258 33.2064964)"
81818308,9562937298,0,610166058,South Locust Street,residential,False,7.55,,,,"LINESTRING (-97.1325482 33.2065004, -97.1325483 33.2064325)"
81831470,8860768123,0,60323910,North Texas Boulevard,tertiary,True,15.381,2,,,"LINESTRING (-97.1534296 33.2064001, -97.1535671 33.2064769)"
81831473,4789323845,0,60323910,North Texas Boulevard,tertiary,True,14.188,2,,,"LINESTRING (-97.1531322 33.2061402, -97.1532235 33.2062424)"
81831477,81831473,0,60323910,North Texas Boulevard,tertiary,True,14.98,2,,,"LINESTRING (-97.1530451 33.2060269, -97.1531322 33.2061402)"
81831479,9021546381,0,60323910,North Texas Boulevard,tertiary,True,6.952,2,,,"LINESTRING (-97.1530018 33.205937, -97.1530297 33.205995)"
81835489,5213265695,0,375216841,Jagoe Street,tertiary,False,4.114,4,,,"LINESTRING (-97.1506012 33.2158116, -97.1506077 33.215775)"
81835489,6044016152,0,375216841,Jagoe Street,tertiary,False,9.798,4,,,"LINESTRING (-97.1506012 33.2158116, -97.1505993 33.2158997)"
81841310,6148153944,0,9967740,East Hickory Street,secondary,False,11.732,2,,20 mph,"LINESTRING (-97.1324744 33.2145302, -97.1323483 33.2145289)"
81841310,6148153946,0,976725756,North Locust Street,primary,True,9.941,2,US 77;US 377,,"LINESTRING (-97.1324744 33.2145302, -97.1324747 33.2146196)"
81861304,5060888366,0,9972808,West Mulberry Street,unclassified,False,4.858,,,,"LINESTRING (-97.1507236 33.2136865, -97.1507758 33.2136876)"
81861304,1630768302,0,9972808,West Mulberry Street,unclassified,False,7.871,,,,"LINESTRING (-97.1507236 33.2136865, -97.150639 33.2136856)"
81861304,2072447765,0,9980852,Avenue C,tertiary,True,7.275,,,,"LINESTRING (-97.1507236 33.2136865, -97.1507285 33.2136212)"
81861309,5060888363,0,9969650,North Avenue C,tertiary,True,11.332,,,,"LINESTRING (-97.1506427 33.2126605, -97.1506445 33.2127624)"
81861309,81976458,0,9982427,West Sycamore Street,unclassified,False,8.282,,,,"LINESTRING (-97.1506427 33.2126605, -97.150731 33.21267)"
81861309,5060888349,0,569686795,West Sycamore Street,unclassified,True,5.945,,,,"LINESTRING (-97.1506427 33.2126605, -97.1505788 33.21266)"
81864608,5800161986,0,9970017,South Avenue B,unclassified,False,4.753,,,,"LINESTRING (-97.1484467 33.2137608, -97.1484568 33.2137189)"
81864608,5797617837,0,9970017,South Avenue B,unclassified,False,5.422,,,,"LINESTRING (-97.1484467 33.2137608, -97.1484437 33.2138095)"
81864610,5800161986,0,9970017,South Avenue B,unclassified,False,5.042,,,,"LINESTRING (-97.1484896 33.2136828, -97.1484568 33.2137189)"
81864610,81895622,0,9972808,West Mulberry Street,unclassified,False,4.643,,,,"LINESTRING (-97.1484896 33.2136828, -97.148538 33.2136726)"
81870005,5059238848,0,9970504,West Highland Street,unclassified,False,10.393,,,20 mph,"LINESTRING (-97.1529505 33.2093796, -97.1530622 33.2093806)"
81870005,2971977355,0,739641942,West Highland Street,unclassified,True,81.909,,,20 mph,"LINESTRING (-97.1529505 33.2093796, -97.1520701 33.2093745)"
81870011,3429340782,0,9980856,Avenue C,tertiary,True,9.075,,,,"LINESTRING (-97.1506861 33.2093598, -97.1506845 33.2094414)"
81870011,5059238893,0,437822208,West Highland Street,unclassified,True,5.187,,,20 mph,"LINESTRING (-97.1506861 33.2093598, -97.1506304 33.2093577)"
81870015,5075741899,0,437822208,West Highland Street,unclassified,True,10.198,,,20 mph,"LINESTRING (-97.1462767 33.2093349, -97.1461671 33.2093333)"
81870015,5075741837,0,832381547,Avenue A,unclassified,False,11.376,,,20 mph,"LINESTRING (-97.1462767 33.2093349, -97.1462777 33.2092326)"
81870016,9532490888,0,9975998,Central Avenue,unclassified,False,10.353,,,,"LINESTRING (-97.14526 33.20932, -97.1452609 33.2092269)"
81870016,2996260102,0,437822208,West Highland Street,unclassified,True,22.747,,,20 mph,"LINESTRING (-97.14526 33.20932, -97.1450155 33.20932)"
81870019,2996260130,0,150153958,West Highland Street,residential,False,46.289,,,,"LINESTRING (-97.1433698 33.2093116, -97.1428723 33.2093059)"
81870019,9532532208,0,150153958,West Highland Street,residential,False,6.42,,,,"LINESTRING (-97.1433698 33.2093116, -97.1434388 33.2093124)"
81870021,3969104764,0,150153958,West Highland Street,residential,False,34.584,,,,"LINESTRING (-97.14236 33.2092999, -97.1419883 33.2092956)"
81870021,2973895707,0,150153958,West Highland Street,residential,False,31.514,,,,"LINESTRING (-97.14236 33.2092999, -97.1426987 33.2093039)"
81870028,2665604819,0,150153958,West Highland Street,residential,False,35.618,,,,"LINESTRING (-97.140591 33.209269, -97.140221 33.2091867)"
81870028,5970979175,0,150153958,West Highland Street,residential,False,15.207,,,,"LINESTRING (-97.140591 33.209269, -97.1407542 33.2092767)"
81870032,2968185360,0,150153958,West Highland Street,residential,False,58.361,,,,"LINESTRING (-97.1401413 33.2091415, -97.139514 33.2091401)"
81870032,2665604819,0,150153958,West Highland Street,residential,False,8.958,,,,"LINESTRING (-97.1401413 33.2091415, -97.140221 33.2091867)"
81870034,2665604815,0,150153958,West Highland Street,residential,False,16.188,,,,"LINESTRING (-97.138996 33.209139, -97.138822 33.2091384)"
81870034,2968185360,0,150153958,West Highland Street,residential,False,48.192,,,,"LINESTRING (-97.138996 33.209139, -97.139514 33.2091401)"
81870035,81804669,0,934262071,West Highland Street,residential,False,7.371,,,,"LINESTRING (-97.137169 33.209145, -97.13709 33.20915)"
81870035,2665604814,0,934262071,West Highland Street,residential,False,7.146,,,,"LINESTRING (-97.137169 33.209145, -97.1372433 33.2091287)"
81870037,81870039,0,934262071,West Highland Street,residential,False,47.549,,,,"LINESTRING (-97.136621 33.209151, -97.13611 33.209159)"
81870037,6316752015,0,934262071,West Highland Street,residential,False,22.784,,,,"LINESTRING (-97.136621 33.209151, -97.1368659 33.2091505)"
81870039,81870041,0,934262071,West Highland Street,residential,False,43.726,,,,"LINESTRING (-97.13611 33.209159, -97.13564 33.209159)"
81870039,81870037,0,934262071,West Highland Street,residential,False,47.549,,,,"LINESTRING (-97.13611 33.209159, -97.136621 33.209151)"
81870041,81907777,0,9973807,Pierce Street,residential,False,53.493,,,,"LINESTRING (-97.13564 33.209159, -97.13565 33.208678)"
81870041,8863356505,0,9973807,Pierce Street,residential,False,5.916,,,,"LINESTRING (-97.13564 33.209159, -97.1356394 33.2092122)"
81870041,81870043,0,934262071,West Highland Street,residential,False,39.094,,,,"LINESTRING (-97.13564 33.209159, -97.13522 33.20917)"
81870041,81870039,0,934262071,West Highland Street,residential,False,43.726,,,,"LINESTRING (-97.13564 33.209159, -97.13611 33.209159)"
81870043,81870045,0,934262071,West Highland Street,residential,False,32.749,,,,"LINESTRING (-97.13522 33.20917, -97.134868 33.209172)"
81870043,81870041,0,934262071,West Highland Street,residential,False,39.094,,,,"LINESTRING (-97.13522 33.20917, -97.13564 33.209159)"
81870045,81870046,0,934262071,West Highland Street,residential,False,17.513,,,,"LINESTRING (-97.134868 33.209172, -97.13468 33.20918)"
81870045,81870043,0,934262071,West Highland Street,residential,False,32.749,,,,"LINESTRING (-97.134868 33.209172, -97.13522 33.20917)"
81870046,81911872,0,9974224,Myrtle Street,residential,False,65.515,,,,"LINESTRING (-97.13468 33.20918, -97.134698 33.208591)"
81870046,81870047,0,934262071,West Highland Street,residential,False,16.095,,,,"LINESTRING (-97.13468 33.20918, -97.134507 33.20918)"
81870046,81870045,0,934262071,West Highland Street,residential,False,17.513,,,,"LINESTRING (-97.13468 33.20918, -97.134868 33.209172)"
81870047,81870049,0,934262071,West Highland Street,residential,False,23.006,,,,"LINESTRING (-97.134507 33.20918, -97.13426 33.20919)"
81870047,81870046,0,934262071,West Highland Street,residential,False,16.095,,,,"LINESTRING (-97.134507 33.20918, -97.13468 33.20918)"
81870049,81783364,0,934262071,West Highland Street,residential,False,44.656,,,,"LINESTRING (-97.13426 33.20919, -97.13378 33.20919)"
81870049,81870047,0,934262071,West Highland Street,residential,False,23.006,,,,"LINESTRING (-97.13426 33.20919, -97.134507 33.20918)"
81878592,7830824145,0,9971338,Denton Street,residential,False,7.84,,,,"LINESTRING (-97.1391581 33.214592, -97.1391574 33.2146625)"
81878592,9036760951,0,365519043,West Hickory Street,secondary,True,23.686,,,,"LINESTRING (-97.1391581 33.214592, -97.1389035 33.2145898)"
81879640,7830824144,0,9971428,Williams Street,residential,False,7.829,,,,"LINESTRING (-97.13811 33.2145818, -97.1381086 33.2146522)"
81879640,7998704496,0,365519043,West Hickory Street,secondary,True,27.474,,,,"LINESTRING (-97.13811 33.2145818, -97.1378147 33.2145786)"
81886560,7830733375,0,9972057,South Cedar Street,residential,False,11.676,,,,"LINESTRING (-97.1343102 33.2145386, -97.1343115 33.2144336)"
81886560,7830733378,0,9981328,North Cedar Street,residential,False,8.518,,,,"LINESTRING (-97.1343102 33.2145386, -97.1343099 33.2146152)"
81886560,7830733373,0,656309450,West Hickory Street,secondary,True,7.276,2,,20 mph,"LINESTRING (-97.1343102 33.2145386, -97.134232 33.2145377)"
81886561,7830733383,0,9972057,South Cedar Street,residential,False,8.931,,,,"LINESTRING (-97.1343281 33.2135127, -97.1343263 33.213593)"
81886561,8863362502,0,521609568,West Mulberry Street,residential,False,45.458,,,,"LINESTRING (-97.1343281 33.2135127, -97.1338396 33.2135028)"
81886561,7588520690,0,521609568,West Mulberry Street,residential,False,39.622,,,,"LINESTRING (-97.1343281 33.2135127, -97.134754 33.2135138)"
81892545,9539287299,0,9972526,Miller Street,residential,False,7.553,,,,"LINESTRING (-97.1536641 33.2146788, -97.1536618 33.2147467)"
81892545,5060888360,0,1038359127,West Hickory Street,secondary,True,73.465,2,,,"LINESTRING (-97.1536641 33.2146788, -97.1528744 33.2146787)"
81895622,5829416093,0,9972808,West Mulberry Street,unclassified,False,2.075,,,,"LINESTRING (-97.148538 33.2136726, -97.1485603 33.2136724)"
81895622,81864610,0,9972808,West Mulberry Street,unclassified,False,4.643,,,,"LINESTRING (-97.148538 33.2136726, -97.1484896 33.2136828)"
81895623,5060888359,0,9980863,Avenue D,residential,False,8.197,,,,"LINESTRING (-97.15288 33.21371, -97.1528779 33.2137837)"
81895623,2625637199,0,365519033,Avenue D,residential,False,35.54,,,,"LINESTRING (-97.15288 33.21371, -97.1528839 33.2133904)"
81895623,3429343110,0,739641947,West Mulberry Street,unclassified,False,9.267,,,,"LINESTRING (-97.15288 33.21371, -97.1527804 33.2137086)"
81895631,6220339054,0,9972812,West Mulberry Street,residential,True,12.345,,,,"LINESTRING (-97.1442852 33.213637, -97.1444179 33.2136379)"
81895631,8863388267,0,512632091,South Welch Street,unclassified,False,9.051,,,30 mph,"LINESTRING (-97.1442852 33.213637, -97.1442805 33.2137183)"
81895631,8863388266,0,521609570,West Mulberry Street,residential,False,8.402,,,,"LINESTRING (-97.1442852 33.213637, -97.1441949 33.2136355)"
81895631,5115466897,0,739641955,South Welch Street,unclassified,False,8.109,,,30 mph,"LINESTRING (-97.1442852 33.213637, -97.1442903 33.2135642)"
81895639,81804653,0,942213964,West Mulberry Street,residential,False,5.638,,,,"LINESTRING (-97.137196 33.213521, -97.1371354 33.2135216)"
81895639,3037366936,0,942213964,West Mulberry Street,residential,False,6.615,,,,"LINESTRING (-97.137196 33.213521, -97.1372671 33.21352)"
81901408,6024531278,0,9973226,West Prairie Street,tertiary,False,41.947,,,,"LINESTRING (-97.13248 33.21069, -97.1329308 33.2106972)"
81901408,6024531277,0,9977716,South Locust Street,primary,True,42.376,3,US 77;US 377,,"LINESTRING (-97.13248 33.21069, -97.1324796 33.2110711)"
81901410,6316752023,0,9973226,West Prairie Street,tertiary,False,105.263,,,,"LINESTRING (-97.1356213 33.2106967, -97.1367527 33.2107066)"
81901410,6024531274,0,9973226,West Prairie Street,tertiary,False,90.4,,,,"LINESTRING (-97.1356213 33.2106967, -97.1346496 33.2106983)"
81901410,8863356505,0,9973807,Pierce Street,residential,False,165.078,,,,"LINESTRING (-97.1356213 33.2106967, -97.1356394 33.2092122)"
81901410,81907776,0,9973807,Pierce Street,residential,False,98.111,,,,"LINESTRING (-97.1356213 33.2106967, -97.13563 33.211579)"
81904846,7830824162,0,9973983,Bernard Street,tertiary,False,6.872,,,,"LINESTRING (-97.1414344 33.2146179, -97.1414341 33.2145561)"
81904846,9042139704,0,365519043,West Hickory Street,secondary,True,52.445,,,,"LINESTRING (-97.1414344 33.2146179, -97.1408707 33.2146115)"
81904855,7830824091,0,9974148,Piner Street,residential,False,8.707,,,,"LINESTRING (-97.1365429 33.2145657, -97.1365417 33.214644)"
81904855,7829607464,0,521609569,West Hickory Street,secondary,True,18.747,3,,20 mph,"LINESTRING (-97.1365429 33.2145657, -97.1363414 33.2145633)"
81907776,81901410,0,9973807,Pierce Street,residential,False,98.111,,,,"LINESTRING (-97.13563 33.211579, -97.1356213 33.2106967)"
81907776,81985015,0,9981879,Stroud Street,residential,False,86.525,,,,"LINESTRING (-97.13563 33.211579, -97.1347 33.21157)"
81907776,81985013,0,9981879,Stroud Street,residential,False,45.776,,,,"LINESTRING (-97.13563 33.211579, -97.136122 33.211585)"
81907777,81800511,0,9973807,Pierce Street,residential,False,46.517,,,,"LINESTRING (-97.13565 33.208678, -97.13567 33.20826)"
81907777,81870041,0,9973807,Pierce Street,residential,False,53.493,,,,"LINESTRING (-97.13565 33.208678, -97.13564 33.209159)"
81908843,3037366943,0,9973934,Pacific Street,residential,False,31.579,,,,"LINESTRING (-97.136281 33.20768, -97.1362804 33.207396)"
81908843,3037366942,0,9973934,Pacific Street,residential,False,64.493,,,,"LINESTRING (-97.136281 33.20768, -97.13628 33.20826)"
81908845,3037366943,0,9973934,Pacific Street,residential,False,23.676,,,,"LINESTRING (-97.1362964 33.2071835, -97.1362804 33.207396)"
81909431,2973895926,0,9973983,Bernard Street,tertiary,False,3.993,,,,"LINESTRING (-97.141449 33.211571, -97.1414502 33.2115351)"
